"DOT_category","dot_title_norm","SOC","soc_title_norm"
"339","manager health club","11-9072.00","entertainment and recreation managers except gambling"
"339","manager health club","11-9179.00","personal service managers all other"
"339","manager health club","11-9179.01","fitness and wellness coordinators"
"339","manager health club","11-9199.00","managers all other"
"339","manager health club","13-1082.00","project management specialists"
"339","mortuary beautician","39-5012.00","hairdressers hairstylists and cosmetologists"
"339","electrologist","39-4012.00","crematory operators"
"339","electrologist","39-9099.00","personal care and service workers all other"
"339","supply clerk","53-7065.00","stockers and order fillers"
"340","desk clerk bowling floor","39-3091.00","amusement and recreation attendants"
"341","caddie supervisor","39-1014.00","first line supervisors of entertainment and recreation workers except gambling services"
"341","caddie supervisor","39-1022.00","first line supervisors of personal service workers"
"341","caddie supervisor","53-1044.00","first line supervisors of passenger attendants"
"341","recreation facility attendant","39-3091.00","amusement and recreation attendants"
"342","supervisor rides","39-1014.00","first line supervisors of entertainment and recreation workers except gambling services"
"342","supervisor rides","39-1022.00","first line supervisors of personal service workers"
"342","supervisor rides","53-1044.00","first line supervisors of passenger attendants"
"342","weight guesser","39-3091.00","amusement and recreation attendants"
"343","manager cardroom","11-9071.00","gambling managers"
"343","supervisor cardroom","39-1013.00","first line supervisors of gambling services workers"
"343","card player","39-3019.00","gambling service workers all other"
"343","gambling monitor","33-9031.00","gambling surveillance officers and gambling investigators"
"343","gambling dealer","39-3011.00","gambling dealers"
"343","cardroom attendant i","39-3012.00","gambling and sports book writers and runners"
"343","floor attendant","39-3091.00","amusement and recreation attendants"
"343","plastic card grader cardroom","51-9061.00","inspectors testers sorters samplers and weighers"
"344","usher head","39-1014.00","first line supervisors of entertainment and recreation workers except gambling services"
"344","usher head","39-1022.00","first line supervisors of personal service workers"
"344","usher head","53-1044.00","first line supervisors of passenger attendants"
"344","ticket taker","39-3031.00","ushers lobby attendants and ticket takers"
"346","costumer","39-3092.00","costume attendants"
"346","costumer assistant","39-4012.00","crematory operators"
"346","costumer assistant","39-9099.00","personal care and service workers all other"
"346","jockey room custodian","39-3093.00","locker room coatroom and dressing room attendants"
"349","animal ride manager","11-9072.00","entertainment and recreation managers except gambling"
"349","animal ride manager","11-9179.00","personal service managers all other"
"349","animal ride manager","11-9199.00","managers all other"
"349","animal ride manager","13-1082.00","project management specialists"
"349","diver","27-2011.00","actors"
"349","kennel manager dog track","27-2023.00","umpires referees and other sports officials"
"349","jinrikisha driver","39-3091.00","amusement and recreation attendants"
"349","host hostess dance hall","39-4012.00","crematory operators"
"349","host hostess dance hall","39-9099.00","personal care and service workers all other"
"349","drive in theater attendant","39-3031.00","ushers lobby attendants and ticket takers"
"349","ticket dispenser changer","49-9091.00","coin vending and amusement machine servicers and repairers"
"350","headwaiter headwaitress","35-1012.00","first line supervisors of food preparation and serving workers"
"350","steward stewardess chief passenger ship","39-1014.00","first line supervisors of entertainment and recreation workers except gambling services"
"350","steward stewardess chief passenger ship","39-1022.00","first line supervisors of personal service workers"
"350","steward stewardess chief passenger ship","53-1044.00","first line supervisors of passenger attendants"
"350","mess attendant","35-3031.00","waiters and waitresses"
"350","passenger attendant","53-6061.00","passenger attendants"
"351","service attendant sleeping car","53-6061.00","passenger attendants"
"352","supervisor airplane flight attendant","39-1014.00","first line supervisors of entertainment and recreation workers except gambling services"
"352","supervisor airplane flight attendant","39-1022.00","first line supervisors of personal service workers"
"352","supervisor airplane flight attendant","53-1044.00","first line supervisors of passenger attendants"
"352","director social","39-9032.00","recreation workers"
"352","airplane flight attendant","53-2031.00","flight attendants"
"352","host hostess ground","39-4012.00","crematory operators"
"352","host hostess ground","39-9099.00","personal care and service workers all other"
"352","bus attendant","53-6061.00","passenger attendants"
"352","host hostess","39-3091.00","amusement and recreation attendants"
"352","waiter waitress club","35-3031.00","waiters and waitresses"
"353","guide chief airport","39-1014.00","first line supervisors of entertainment and recreation workers except gambling services"
"353","guide chief airport","39-1022.00","first line supervisors of personal service workers"
"353","guide chief airport","53-1044.00","first line supervisors of passenger attendants"
"353","guide hunting and fishing","39-7012.00","travel guides"
"353","guide sightseeing","39-7011.00","tour guides and escorts"
"354","nurse practical","31-1131.00","nursing assistants"
"354","birth attendant","31-9099.00","healthcare support workers all other"
"354","home attendant","31-1121.00","home health aides"
"354","first aid attendant","29-2036.00","medical dosimetrists"
"354","first aid attendant","29-2099.00","health technologists and technicians all other"
"355","physical therapy aide","31-2022.00","physical therapist aides"
"355","ambulance attendant","53-3011.00","ambulance drivers and attendants except emergency medical technicians"
"355","certified medication technician","31-1131.00","nursing assistants"
"355","occupational therapy aide","31-2012.00","occupational therapy aides"
"355","psychiatric aide","31-1133.00","psychiatric aides"
"355","morgue attendant","31-9099.00","healthcare support workers all other"
"355","child care attendant school","39-9011.00","childcare workers"
"355","orderly","31-1132.00","orderlies"
"355","respiratory therapy aide","31-9093.00","medical equipment preparers"
"355","graves registration specialist","39-4012.00","crematory operators"
"355","graves registration specialist","39-9099.00","personal care and service workers all other"
"357","baggage checker","39-6011.00","baggage porters and bellhops"
"358","checkroom chief","39-1014.00","first line supervisors of entertainment and recreation workers except gambling services"
"358","checkroom chief","39-1022.00","first line supervisors of personal service workers"
"358","checkroom chief","53-1044.00","first line supervisors of passenger attendants"
"358","checkroom attendant","39-3093.00","locker room coatroom and dressing room attendants"
"358","change house attendant","37-2011.00","janitors and cleaners except maids and housekeeping cleaners"
"359","supervisor hospitality house","11-9072.00","entertainment and recreation managers except gambling"
"359","supervisor hospitality house","11-9179.00","personal service managers all other"
"359","supervisor hospitality house","11-9199.00","managers all other"
"359","supervisor hospitality house","13-1082.00","project management specialists"
"359","child care development specialist","39-9011.00","childcare workers"
"359","health equipment servicer","31-9093.00","medical equipment preparers"
"359","escort","39-4012.00","crematory operators"
"359","escort","39-9099.00","personal care and service workers all other"
"359","weight reduction specialist","39-3093.00","locker room coatroom and dressing room attendants"
"359","blind aide","31-1122.00","personal care aides"
"359","chauffeur","53-3053.00","shuttle drivers and chauffeurs"
"359","chauffeur","53-3054.00","taxi drivers"
"359","funeral attendant","39-4021.00","funeral attendants"
"361","supervisor laundry","51-1011.00","first line supervisors of production and operating workers"
"361","flatwork tier","51-9061.00","inspectors testers sorters samplers and weighers"
"361","washer machine","51-6011.00","laundry and dry cleaning workers"
"361","conditioner tumbler operator","51-9051.00","furnace kiln oven drier and kettle operators and tenders"
"361","patching machine operator","51-6021.00","pressers textile garment and related materials"
"361","washing machine loader and puller","53-7063.00","machine feeders and offbearers"
"361","laundry laborer","51-9198.00","helpers production workers"
"362","spotter ii","51-6011.00","laundry and dry cleaning workers"
"362","dry cleaner hand","51-9161.00","computer numerically controlled tool operators"
"362","dry cleaner hand","51-9162.00","computer numerically controlled tool programmers"
"362","dry cleaner hand","51-9199.00","production workers all other"
"362","dry cleaner helper","51-9198.00","helpers production workers"
"363","silk finisher","51-6021.00","pressers textile garment and related materials"
"363","flatwork finisher","53-7063.00","machine feeders and offbearers"
"363","glove former","51-9198.00","helpers production workers"
"364","dyer","51-6011.00","laundry and dry cleaning workers"
"364","painter rug touch up","51-9123.00","painting coating and decorating workers"
"364","shoe dyer","51-9161.00","computer numerically controlled tool operators"
"364","shoe dyer","51-9162.00","computer numerically controlled tool programmers"
"364","shoe dyer","51-9199.00","production workers all other"
"364","dyer helper","51-9198.00","helpers production workers"
"365","shoe repair supervisor","51-1011.00","first line supervisors of production and operating workers"
"365","luggage repairer","51-6041.00","shoe and leather workers and repairers"
"365","shoe repairer helper","51-9198.00","helpers production workers"
"366","shoe shiner","39-3093.00","locker room coatroom and dressing room attendants"
"369","supervisor dry cleaning","51-1011.00","first line supervisors of production and operating workers"
"369","fur storage clerk","41-2021.00","counter and rental clerks"
"369","hatter","51-9161.00","computer numerically controlled tool operators"
"369","hatter","51-9162.00","computer numerically controlled tool programmers"
"369","hatter","51-9199.00","production workers all other"
"369","rug cleaner hand","37-2019.00","building cleaning workers all other"
"369","laundry worker iii","51-9198.00","helpers production workers"
"369","laundry operator","51-6011.00","laundry and dry cleaning workers"
"369","umbrella repairer","49-9099.00","installation maintenance and repair workers all other"
"369","fur ironer","51-6021.00","pressers textile garment and related materials"
"369","rug dry room attendant","51-9051.00","furnace kiln oven drier and kettle operators and tenders"
"369","folding machine operator","53-7063.00","machine feeders and offbearers"
"369","assembler","51-9061.00","inspectors testers sorters samplers and weighers"
"371","drawbridge operator","53-6011.00","bridge and lock tenders"
"371","guard school crossing","33-9091.00","crossing guards and flaggers"
"372","correction officer head","33-1011.00","first line supervisors of correctional officers"
"372","dispatcher security guard","43-5032.00","dispatchers except police fire and ambulance"
"372","guard chief","33-1091.00","first line supervisors of security workers"
"372","guard chief","33-1099.00","first line supervisors of protective service workers all other"
"372","manager armored transport service","11-9072.00","entertainment and recreation managers except gambling"
"372","manager armored transport service","11-9179.00","personal service managers all other"
"372","manager armored transport service","11-9199.00","managers all other"
"372","manager armored transport service","13-1082.00","project management specialists"
"372","special agent","33-3052.00","transit and railroad police"
"372","protective officer","33-3051.00","police and sheriff s patrol officers"
"372","community service officer patrol","33-9094.00","school bus monitors"
"372","community service officer patrol","33-9099.00","protective service workers all other"
"372","jailer","33-3012.00","correctional officers and jailers"
"372","armored car guard and driver","33-9032.00","security guards"
"372","airline security representative","33-9093.00","transportation security screeners"
"372","flagger","33-9091.00","crossing guards and flaggers"
"372","flagger","39-3091.00","amusement and recreation attendants"
"373","fire chief","11-1011.00","chief executives"
"373","fire captain","33-1021.00","first line supervisors of firefighting and prevention workers"
"373","fire inspector","33-2021.00","fire inspectors and investigators"
"373","fire chief s aide","33-2011.00","firefighters"
"375","police chief","11-1011.00","chief executives"
"375","police sergeant precinct i","33-1012.00","first line supervisors of police and detectives"
"375","secretary of police","43-1011.00","first line supervisors of office and administrative support workers"
"375","pilot highway patrol","33-3051.00","police and sheriff s patrol officers"
"375","commanding officer motor equipment","49-1011.00","first line supervisors of mechanics installers and repairers"
"375","special agent","33-3021.00","detectives and criminal investigators"
"375","police academy program coordinator","11-3131.00","training and development managers"
"375","police academy instructor","25-1194.00","career technical education teachers postsecondary"
"375","police inspector i","13-1082.00","project management specialists"
"375","police inspector i","13-1199.00","business operations specialists all other"
"375","police clerk","43-9061.00","office clerks general"
"375","police officer ii","33-3012.00","correctional officers and jailers"
"375","police officer identification and records","33-3021.02","police identification and records officers"
"375","parking enforcement officer","33-3041.00","parking enforcement workers"
"376","manager internal security","11-9199.08","loss prevention managers"
"376","manager internal security","33-1091.00","first line supervisors of security workers"
"376","manager internal security","33-1099.00","first line supervisors of protective service workers all other"
"376","manager internal security","33-9099.02","retail loss prevention specialists"
"376","special agent in charge","33-3052.00","transit and railroad police"
"376","investigator cash shortage","33-9021.00","private detectives and investigators"
"376","investigator fraud","13-2099.04","fraud examiners investigators and analysts"
"376","bouncer","33-9032.00","security guards"
"377","supervisor identification and communications","33-1012.00","first line supervisors of police and detectives"
"377","sheriff deputy","33-3051.00","police and sheriff s patrol officers"
"377","identification officer","33-3021.00","detectives and criminal investigators"
"377","deputy united states marshal","33-9094.00","school bus monitors"
"377","deputy united states marshal","33-9099.00","protective service workers all other"
"377","bailiff","33-3011.00","bailiffs"
"378","field artillery senior sergeant","55-1014.00","artillery and missile officers"
"378","infantry unit leader","55-1016.00","infantry officers"
"378","combat surveillance and target acquisition noncommissioned officer","55-3019.00","military enlisted tactical operations and air weapons specialists and crew members all other"
"378","marksmanship instructor","25-1194.00","career technical education teachers postsecondary"
"378","survival specialist","55-3018.00","special forces"
"378","disaster or damage control specialist","13-1082.00","project management specialists"
"378","disaster or damage control specialist","13-1199.00","business operations specialists all other"
"378","operations and intelligence assistant","55-3015.00","command and control center specialists"
"378","vulcan crewmember","55-3014.00","artillery and missile crew members"
"378","tank crewmember","55-3013.00","armored assault vehicle crew members"
"378","combat rifle crewmember","55-3016.00","infantry"
"379","supervisor telecommunicator","43-1011.00","first line supervisors of office and administrative support workers"
"379","supervisor animal cruelty investigation","33-9011.00","animal control workers"
"379","supervisor dog license officer","43-4031.00","court municipal and license clerks"
"379","wildlife agent regional","11-1011.00","chief executives"
"379","supervisor protective signal operations","11-9072.00","entertainment and recreation managers except gambling"
"379","supervisor protective signal operations","11-9179.00","personal service managers all other"
"379","supervisor protective signal operations","11-9199.00","managers all other"
"379","supervisor protective signal operations","13-1082.00","project management specialists"
"379","alarm operator","43-5031.00","public safety telecommunicators"
"379","fish and game warden","33-3031.00","fish and game wardens"
"379","public safety officer","33-3051.00","police and sheriff s patrol officers"
"379","automobile tester","53-6051.07","transportation vehicle equipment and systems inspectors except aviation"
"379","beach lifeguard","33-9092.00","lifeguards ski patrol and other recreational protective service workers"
"379","surveillance system monitor","33-9031.00","gambling surveillance officers and gambling investigators"
"379","surveillance system monitor","33-9094.00","school bus monitors"
"379","surveillance system monitor","33-9099.00","protective service workers all other"
"379","fire medic","33-2011.00","firefighters"
"379","scuba diver","49-9092.00","commercial divers"
"379","golf course ranger","33-9032.00","security guards"
"379","fire extinguisher sprinkler inspector","33-2021.00","fire inspectors and investigators"
"379","mosquito sprayer","37-2021.00","pest control workers"
"381","supervisor janitorial services","37-1011.00","first line supervisors of housekeeping and janitorial workers"
"381","supervisor central supply","43-1011.00","first line supervisors of office and administrative support workers"
"381","housekeeper commercial residential or industrial","37-2012.00","maids and housekeeping cleaners"
"381","central supply worker","53-7065.00","stockers and order fillers"
"381","cleaner commercial or institutional","37-2011.00","janitors and cleaners except maids and housekeeping cleaners"
"382","supervisor maintenance","37-1011.00","first line supervisors of housekeeping and janitorial workers"
"382","janitor","37-2011.00","janitors and cleaners except maids and housekeeping cleaners"
"383","fumigator","37-2021.00","pest control workers"
"388","elevator starter","39-1014.00","first line supervisors of entertainment and recreation workers except gambling services"
"388","elevator starter","39-1022.00","first line supervisors of personal service workers"
"388","elevator starter","53-1044.00","first line supervisors of passenger attendants"
"388","elevator operator","53-6032.00","aircraft service attendants"
"388","elevator operator","53-6099.00","transportation workers all other"
"389","supervisor extermination","11-9072.00","entertainment and recreation managers except gambling"
"389","supervisor extermination","11-9179.00","personal service managers all other"
"389","supervisor extermination","11-9199.00","managers all other"
"389","supervisor extermination","13-1082.00","project management specialists"
"389","supervisor home restoration service","37-1011.00","first line supervisors of housekeeping and janitorial workers"
"389","cleaner home restoration service","37-2011.00","janitors and cleaners except maids and housekeeping cleaners"
"389","exterminator","37-2021.00","pest control workers"
"389","air purifier servicer","37-2019.00","building cleaning workers all other"
"401","supervisor area","45-1011.00","first line supervisors of farming fishing and forestry workers"
"401","farmer cash grain","11-9013.00","farmers ranchers and other agricultural managers"
"401","farmworker grain i","45-2091.00","agricultural equipment operators"
"401","farmworker grain ii","45-2092.00","farmworkers and laborers crop nursery and greenhouse"
"402","supervisor vegetable farming","45-1011.00","first line supervisors of farming fishing and forestry workers"
"402","farmer vegetable","11-9013.00","farmers ranchers and other agricultural managers"
"402","farmworker vegetable i","45-2091.00","agricultural equipment operators"
"402","farmworker vegetable ii","45-2092.00","farmworkers and laborers crop nursery and greenhouse"
"403","supervisor tree fruit and nut farming","45-1011.00","first line supervisors of farming fishing and forestry workers"
"403","farmer tree fruit and nut crops","11-9013.00","farmers ranchers and other agricultural managers"
"403","farmworker fruit i","45-2091.00","agricultural equipment operators"
"403","farmworker fruit ii","45-2092.00","farmworkers and laborers crop nursery and greenhouse"
"403","vine pruner","37-3013.00","tree trimmers and pruners"
"404","supervisor field crop farming","45-1011.00","first line supervisors of farming fishing and forestry workers"
"404","farmer field crop","11-9013.00","farmers ranchers and other agricultural managers"
"404","farmworker field crop i","45-2091.00","agricultural equipment operators"
"404","seed cutter","45-2092.00","farmworkers and laborers crop nursery and greenhouse"
"405","supervisor horticultural specialty farming","45-1011.00","first line supervisors of farming fishing and forestry workers"
"405","bonsai culturist","11-9013.00","farmers ranchers and other agricultural managers"
"405","farmworker bulbs","45-2091.00","agricultural equipment operators"
"405","budder","45-2092.00","farmworkers and laborers crop nursery and greenhouse"
"405","horticultural worker i","37-3011.00","landscaping and groundskeeping workers"
"406","supervisor cemetery workers","37-1012.00","first line supervisors of landscaping lawn service and groundskeeping workers"
"406","gardener special effects and instruction models","37-3019.00","grounds maintenance workers all other"
"406","greenskeeper ii","37-3011.00","landscaping and groundskeeping workers"
"407","supervisor diversified crops","45-1011.00","first line supervisors of farming fishing and forestry workers"
"407","farmer diversified crops","11-9013.00","farmers ranchers and other agricultural managers"
"407","farmworker diversified crops i","45-2091.00","agricultural equipment operators"
"407","farmworker diversified crops ii","45-2092.00","farmworkers and laborers crop nursery and greenhouse"
"408","supervisor spray lawn and tree service","37-1012.00","first line supervisors of landscaping lawn service and groundskeeping workers"
"408","supervisor insect and disease inspection","45-1011.00","first line supervisors of farming fishing and forestry workers"
"408","landscape gardener","37-3011.00","landscaping and groundskeeping workers"
"408","tree surgeon","37-3013.00","tree trimmers and pruners"
"408","scout","45-2099.00","agricultural workers all other"
"408","weed inspector","37-3012.00","pesticide handlers sprayers and applicators vegetation"
"409","harvest contractor","13-1074.00","farm labor contractors"
"409","harvest contractor","45-1011.00","first line supervisors of farming fishing and forestry workers"
"409","airplane pilot helper","51-9198.00","helpers production workers"
"409","farm machine operator","45-2091.00","agricultural equipment operators"
"409","irrigator valve pipe","45-2092.00","farmworkers and laborers crop nursery and greenhouse"
"409","inspector grader agricultural establishment","45-2041.00","graders and sorters agricultural products"
"410","barn boss","45-1011.00","first line supervisors of farming fishing and forestry workers"
"410","animal breeder","45-2021.00","animal breeders"
"410","milk sampler","43-5111.00","weighers measurers checkers and samplers recordkeeping"
"410","lamber","45-2093.00","farmworkers farm ranch and aquacultural animals"
"410","animal caretaker","39-2021.00","animal caretakers"
"410","pelter","51-9161.00","computer numerically controlled tool operators"
"410","pelter","51-9162.00","computer numerically controlled tool programmers"
"410","pelter","51-9199.00","production workers all other"
"410","wool fleece sorter","45-2041.00","graders and sorters agricultural products"
"411","supervisor poultry farm","45-1011.00","first line supervisors of farming fishing and forestry workers"
"411","canary breeder","45-2021.00","animal breeders"
"411","poultry farmer","45-2093.00","farmworkers farm ranch and aquacultural animals"
"411","field service technician poultry","45-2011.00","agricultural inspectors"
"411","blood tester fowl","19-4012.00","agricultural technicians"
"411","blood tester fowl","19-4021.00","biological technicians"
"411","chick grader","45-2041.00","graders and sorters agricultural products"
"412","supervisor game farm","45-1011.00","first line supervisors of farming fishing and forestry workers"
"412","game bird farmer","11-9013.00","farmers ranchers and other agricultural managers"
"412","animal keeper","39-2021.00","animal caretakers"
"412","game farm helper","45-2093.00","farmworkers farm ranch and aquacultural animals"
"412","commissary assistant","53-7062.00","laborers and freight stock and material movers hand"
"413","beekeeper","11-9013.00","farmers ranchers and other agricultural managers"
"413","reptile farmer","45-2021.00","animal breeders"
"413","worm picker","45-2099.00","agricultural workers all other"
"413","worm farm laborer","45-2093.00","farmworkers farm ranch and aquacultural animals"
"418","supervisor laboratory animal facility","45-1011.00","first line supervisors of farming fishing and forestry workers"
"418","horseshoer","39-2021.00","animal caretakers"
"418","artificial inseminator","19-4021.00","biological technicians"
"419","horse trainer","39-2011.00","animal trainers"
"421","farmer general","11-9013.00","farmers ranchers and other agricultural managers"
"421","farmworker general i","45-2091.00","agricultural equipment operators"
"421","farmworker general i","45-2092.00","farmworkers and laborers crop nursery and greenhouse"
"421","farmworker general ii","45-2093.00","farmworkers farm ranch and aquacultural animals"
"429","cotton classer","45-2041.00","graders and sorters agricultural products"
"429","ginner","45-2091.00","agricultural equipment operators"
"429","press feeder broomcorn","53-7063.00","machine feeders and offbearers"
"441","boatswain otter trawler","45-3031.00","fishing and hunting workers"
"442","fisher line","45-3031.00","fishing and hunting workers"
"443","fisher diving","45-3031.00","fishing and hunting workers"
"446","supervisor shellfish farming","45-1011.00","first line supervisors of farming fishing and forestry workers"
"446","fish farmer","11-9013.00","farmers ranchers and other agricultural managers"
"446","shellfish grower","45-3031.00","fishing and hunting workers"
"446","fish hatchery worker","45-2093.00","farmworkers farm ranch and aquacultural animals"
"446","clam sorter","45-2041.00","graders and sorters agricultural products"
"447","sponge hooker","45-3031.00","fishing and hunting workers"
"449","net repairer","45-3031.00","fishing and hunting workers"
"449","aquarist","39-2021.00","animal caretakers"
"451","forest nursery supervisor","45-1011.00","first line supervisors of farming fishing and forestry workers"
"451","christmas tree farm worker","45-4011.00","forest and conservation workers"
"452","smoke jumper supervisor","33-1021.00","first line supervisors of firefighting and prevention workers"
"452","fire warden","33-2022.00","forest fire inspectors and prevention specialists"
"452","forester aide","19-4071.00","forest and conservation technicians"
"452","smoke jumper","33-2011.00","firefighters"
"452","forest worker","45-4011.00","forest and conservation workers"
"453","forest products gatherer","45-4011.00","forest and conservation workers"
"454","supervisor felling bucking","45-1011.00","first line supervisors of farming fishing and forestry workers"
"454","faller i","45-4021.00","fallers"
"454","tree shear operator","45-4022.00","logging equipment operators"
"454","river","37-3019.00","grounds maintenance workers all other"
"454","laborer tanbark","37-3013.00","tree trimmers and pruners"
"454","log marker","45-4029.00","logging workers all other"
"455","supervisor log sorting","45-1011.00","first line supervisors of farming fishing and forestry workers"
"455","log grader","45-4023.00","log graders and scalers"
"455","rafter","45-4029.00","logging workers all other"
"459","supervisor logging","45-1011.00","first line supervisors of farming fishing and forestry workers"
"459","cruiser","45-4029.00","logging workers all other"
"459","laborer brush clearing","37-3013.00","tree trimmers and pruners"
"461","expedition supervisor","45-3031.00","fishing and hunting workers"
"500","supervisor","51-1011.00","first line supervisors of production and operating workers"
"500","inspector plating","51-9061.00","inspectors testers sorters samplers and weighers"
"500","electrogalvanizing machine operator","51-4193.00","plating machine setters operators and tenders metal and plastic"
"500","cylinder grinder","51-4194.00","tool grinders filers and sharpeners"
"500","matrix worker","51-9161.00","computer numerically controlled tool operators"
"500","matrix worker","51-9162.00","computer numerically controlled tool programmers"
"500","matrix worker","51-9199.00","production workers all other"
"500","silver spray worker","51-9123.00","painting coating and decorating workers"
"500","etcher electrolytic","51-4199.00","metal workers and plastic workers all other"
"500","laborer electroplating","51-9198.00","helpers production workers"
"501","supervisor hot dip tinning","51-1011.00","first line supervisors of production and operating workers"
"501","coating machine operator","51-4193.00","plating machine setters operators and tenders metal and plastic"
"502","supervisor casting and pasting","51-1011.00","first line supervisors of production and operating workers"
"502","shot dropper","51-4072.00","molding coremaking and casting machine setters operators and tenders metal and plastic"
"502","caster","51-9071.00","jewelers and precious stone and metal workers"
"502","fluoroscope operator","51-9061.00","inspectors testers sorters samplers and weighers"
"502","blast furnace keeper","51-9161.00","computer numerically controlled tool operators"
"502","blast furnace keeper","51-9162.00","computer numerically controlled tool programmers"
"502","blast furnace keeper","51-9199.00","production workers all other"
"502","steel pourer","51-4052.00","pourers and casters metal"
"502","steel pourer helper","51-9198.00","helpers production workers"
"502","lead caster","51-9195.00","molders shapers and casters except metal and plastic"
"503","supervisor sandblaster","51-1011.00","first line supervisors of production and operating workers"
"503","pickler continuous pickling line","51-9161.00","computer numerically controlled tool operators"
"503","pickler continuous pickling line","51-9162.00","computer numerically controlled tool programmers"
"503","pickler continuous pickling line","51-9199.00","production workers all other"
"503","shotblast equipment operator","51-4199.00","metal workers and plastic workers all other"
"503","coater","51-4193.00","plating machine setters operators and tenders metal and plastic"
"503","flame degreaser","51-9051.00","furnace kiln oven drier and kettle operators and tenders"
"503","furnace and wash equipment operator","51-9192.00","cleaning washing and metal pickling equipment operators and tenders"
"503","pickler helper continuous pickling line","51-9198.00","helpers production workers"
"503","sandblaster","53-7061.00","cleaners of vehicles and equipment"
"504","heat treat supervisor","51-1011.00","first line supervisors of production and operating workers"
"504","heat treat inspector","51-9061.00","inspectors testers sorters samplers and weighers"
"504","flame annealing machine setter","51-4191.00","heat treating equipment setters operators and tenders metal and plastic"
"504","rivet heater","51-9051.00","furnace kiln oven drier and kettle operators and tenders"
"504","slab depiler operator","53-7199.00","material moving workers all other"
"504","charger operator","51-4051.00","metal refining furnace operators and tenders"
"504","heat treater helper","51-9198.00","helpers production workers"
"504","furnace helper","53-7063.00","machine feeders and offbearers"
"505","supervisor metalizing","51-1011.00","first line supervisors of production and operating workers"
"505","metal sprayer machined parts","51-4199.00","metal workers and plastic workers all other"
"505","metal spraying machine operator automatic i","51-4193.00","plating machine setters operators and tenders metal and plastic"
"505","electroless plater","51-9123.00","painting coating and decorating workers"
"509","supervisor powdered metal","51-1011.00","first line supervisors of production and operating workers"
"509","mixer operator hot metal","51-4199.00","metal workers and plastic workers all other"
"509","coater operator","51-4193.00","plating machine setters operators and tenders metal and plastic"
"509","dental amalgam processor","51-4191.00","heat treating equipment setters operators and tenders metal and plastic"
"509","compound mixer","51-9023.00","mixing and blending machine setters operators and tenders"
"509","kiln operator","51-9051.00","furnace kiln oven drier and kettle operators and tenders"
"509","mixer operator helper hot metal","51-9198.00","helpers production workers"
"509","test preparer","51-9061.00","inspectors testers sorters samplers and weighers"
"509","compound coating machine offbearer","53-7063.00","machine feeders and offbearers"
"509","enameler","51-9123.00","painting coating and decorating workers"
"509","branner machine tender","51-9192.00","cleaning washing and metal pickling equipment operators and tenders"
"509","scrap baller","51-9111.00","packaging and filling machine operators and tenders"
"509","scrap handler","51-9012.00","separating filtering clarifying precipitating and still machine setters operators and tenders"
"509","stringer","51-9161.00","computer numerically controlled tool operators"
"509","stringer","51-9162.00","computer numerically controlled tool programmers"
"509","stringer","51-9199.00","production workers all other"
"510","carbide powder processor","51-9023.00","mixing and blending machine setters operators and tenders"
"511","alumina plant supervisor","51-1011.00","first line supervisors of production and operating workers"
"511","tungsten refiner","51-9161.00","computer numerically controlled tool operators"
"511","tungsten refiner","51-9162.00","computer numerically controlled tool programmers"
"511","tungsten refiner","51-9199.00","production workers all other"
"511","zinc chloride operator","51-9012.00","separating filtering clarifying precipitating and still machine setters operators and tenders"
"511","control operator","51-9051.00","furnace kiln oven drier and kettle operators and tenders"
"511","top precipitator operator helper","51-9198.00","helpers production workers"
"511","color tester","51-9061.00","inspectors testers sorters samplers and weighers"
"511","dust collector ore crushing","51-4199.00","metal workers and plastic workers all other"
"511","dust collector attendant","51-9192.00","cleaning washing and metal pickling equipment operators and tenders"
"511","reagent tender","51-9023.00","mixing and blending machine setters operators and tenders"
"511","blanket washer","53-7061.00","cleaners of vehicles and equipment"
"512","reduction plant supervisor","51-1011.00","first line supervisors of production and operating workers"
"512","first helper","51-4051.00","metal refining furnace operators and tenders"
"512","potline monitor","51-9061.00","inspectors testers sorters samplers and weighers"
"512","furnace helper","51-9198.00","helpers production workers"
"512","charging machine operator","51-4199.00","metal workers and plastic workers all other"
"512","nozzle tender","51-9161.00","computer numerically controlled tool operators"
"512","nozzle tender","51-9162.00","computer numerically controlled tool programmers"
"512","nozzle tender","51-9199.00","production workers all other"
"512","pot tender","51-9051.00","furnace kiln oven drier and kettle operators and tenders"
"512","cupola charger","53-7063.00","machine feeders and offbearers"
"513","converter supervisor","51-1011.00","first line supervisors of production and operating workers"
"513","calciner operator","51-9051.00","furnace kiln oven drier and kettle operators and tenders"
"513","kiln operator helper","51-9198.00","helpers production workers"
"513","sinter feeder","53-7011.00","conveyor operators and tenders"
"514","permanent mold supervisor","51-1011.00","first line supervisors of production and operating workers"
"514","die casting machine setter","51-4072.00","molding coremaking and casting machine setters operators and tenders metal and plastic"
"514","mold worker","51-9198.00","helpers production workers"
"514","ingot header","51-4052.00","pourers and casters metal"
"514","cupola tapper","51-9161.00","computer numerically controlled tool operators"
"514","cupola tapper","51-9162.00","computer numerically controlled tool programmers"
"514","cupola tapper","51-9199.00","production workers all other"
"514","press operator carbon blocks","51-4199.00","metal workers and plastic workers all other"
"514","nozzle and sleeve worker","49-9043.00","maintenance workers machinery"
"514","lime mixer tender","51-9023.00","mixing and blending machine setters operators and tenders"
"514","casting inspector","51-9061.00","inspectors testers sorters samplers and weighers"
