applicant_id,DOT_category,job_norm,predicted_SOC,predicted_SOC_title,similarity_score,method,alt1_SOC,alt1_SOC_title,alt1_score,alt2_SOC,alt2_SOC_title,alt2_score,alt3_SOC,alt3_SOC_title,alt3_score
266532,30.0,computer systems analyst 2,15-1299.08,computer systems engineers architects,0.6902729272842407,global_similarity,15-1299.08,computer systems engineers architects,0.6902729272842407,15-1211.00,computer systems analysts,0.5709323287010193,15-1299.00,computer occupations all other,0.5173631310462952
266722,30.0,software engineer,15-1252.00,software developers,0.7368320226669312,global_similarity,15-1252.00,software developers,0.7368320226669312,15-1253.00,software quality assurance analysts and testers,0.5792960524559021,15-1221.00,computer and information research scientists,0.4917108118534088
266777,19.0,lens design engineer,17-2131.00,materials engineers,0.429132342338562,global_similarity,17-2131.00,materials engineers,0.429132342338562,17-2161.00,nuclear engineers,0.3643651306629181,17-2171.00,petroleum engineers,0.3257235884666443
266835,161.0,project manager digital marketing,13-1082.00,project management specialists,0.5155698657035828,global_similarity,13-1082.00,project management specialists,0.5155698657035828,13-1082.00,project management specialists,0.5052220225334167,13-1082.00,project management specialists,0.4981149733066559
266838,163.0,international business development associate,25-4012.00,curators,0.3124997019767761,global_similarity,25-4012.00,curators,0.3124997019767761,25-1011.00,business teachers postsecondary,0.2524421811103821,51-4041.00,machinists,0.2097214311361313
266882,30.0,data engineer,15-2051.00,data scientists,0.3318118453025818,global_similarity,15-2051.00,data scientists,0.3318118453025818,15-1242.00,database administrators,0.24908247590065002,15-1243.00,database architects,0.24714677035808563
266924,20.0,data analyst,15-1241.00,computer network architects,0.3871660828590393,global_similarity,15-1241.00,computer network architects,0.3871660828590393,15-1231.00,computer network support specialists,0.3707824647426605,15-2051.00,data scientists,0.31592562794685364
266937,195.0,social worker,21-1022.00,healthcare social workers,0.5969443321228027,global_similarity,21-1022.00,healthcare social workers,0.5969443321228027,21-1023.00,mental health and substance abuse social workers,0.4504600763320923,11-9151.00,social and community service managers,0.2479029893875122
266966,79.0,clinical study support manager,25-2058.00,special education teachers secondary school,0.1679104119539261,global_similarity,25-2058.00,special education teachers secondary school,0.1679104119539261,29-2012.00,medical and clinical laboratory technicians,0.16185051202774048,15-1232.00,computer user support specialists,0.15675471723079681
266972,30.0,data engineer software developer,15-1252.00,software developers,0.570553183555603,global_similarity,15-1252.00,software developers,0.570553183555603,15-1253.00,software quality assurance analysts and testers,0.4485678970813751,15-1221.00,computer and information research scientists,0.2141498476266861
266990,30.0,software development engineer systems software developer,15-1252.00,software developers,0.5684588551521301,global_similarity,15-1252.00,software developers,0.5684588551521301,15-1253.00,software quality assurance analysts and testers,0.44692134857177734,15-1221.00,computer and information research scientists,0.29173794388771057
267010,30.0,java full stack developer,51-9161.00,computer numerically controlled tool operators,0.3936118185520172,global_similarity,51-9161.00,computer numerically controlled tool operators,0.3936118185520172,51-9162.00,computer numerically controlled tool programmers,0.388077050447464,15-1252.00,software developers,0.3775879442691803
267033,160.0,associate,25-4012.00,curators,0.46077921986579895,global_similarity,25-4012.00,curators,0.46077921986579895,43-4081.00,hotel motel and resort desk clerks,0.2488706260919571,11-1011.00,chief executives,0.0
267054,30.0,sr software engineer,15-1252.00,software developers,0.7368320226669312,global_similarity,15-1252.00,software developers,0.7368320226669312,15-1253.00,software quality assurance analysts and testers,0.5792960524559021,15-1221.00,computer and information research scientists,0.4917108118534088
267133,50.0,behavioral scientist,15-1211.00,computer systems analysts,0.23997703194618225,global_similarity,15-1211.00,computer systems analysts,0.23997703194618225,19-1011.00,animal scientists,0.23783078789710999,19-2032.00,materials scientists,0.23662824928760529
267219,50.0,financial analyst,13-2051.00,financial and investment analysts,0.9023959636688232,global_similarity,13-2051.00,financial and investment analysts,0.9023959636688232,13-2054.00,financial risk specialists,0.4197084903717041,13-2099.01,financial quantitative analysts,0.21702854335308075
267236,7.0,mechanical engineer,17-2141.00,mechanical engineers,0.717542827129364,global_similarity,17-2141.00,mechanical engineers,0.717542827129364,17-3027.00,mechanical engineering technologists and technicians,0.6059089303016663,17-2199.08,robotics engineers,0.5845538377761841
267297,160.0,relationship transaction manager t cf,11-9199.00,managers all other,0.29278913140296936,global_similarity,11-9199.00,managers all other,0.29278913140296936,11-9199.00,managers all other,0.2853487730026245,11-9199.00,managers all other,0.2803080081939697
267318,30.0,software development engineer software developer systems software,15-1252.00,software developers,0.7024316191673279,global_similarity,15-1252.00,software developers,0.7024316191673279,15-1253.00,software quality assurance analysts and testers,0.5522505044937134,15-1221.00,computer and information research scientists,0.2979598343372345
267418,30.0,robotics software engineer,15-1252.00,software developers,0.6172268986701965,global_similarity,15-1252.00,software developers,0.6172268986701965,15-1253.00,software quality assurance analysts and testers,0.4852626919746399,15-1221.00,computer and information research scientists,0.41189461946487427
267466,30.0,software engineer,15-1252.00,software developers,0.7368320226669312,global_similarity,15-1252.00,software developers,0.7368320226669312,15-1253.00,software quality assurance analysts and testers,0.5792960524559021,15-1221.00,computer and information research scientists,0.4917108118534088
267540,199.0,associate management consultant,13-1082.00,project management specialists,0.3254036009311676,global_similarity,13-1082.00,project management specialists,0.3254036009311676,25-4012.00,curators,0.3160262107849121,13-1199.07,security management specialists,0.2764529883861542
267579,161.0,business analyst,25-1011.00,business teachers postsecondary,0.36426252126693726,global_similarity,25-1011.00,business teachers postsecondary,0.36426252126693726,13-1199.00,business operations specialists all other,0.3396761119365692,13-1199.00,business operations specialists all other,0.3385966122150421
267606,39.0,business intelligence analyst,13-1199.00,business operations specialists all other,0.6738492250442505,global_similarity,13-1199.00,business operations specialists all other,0.6738492250442505,13-1199.00,business operations specialists all other,0.6396751999855042,13-1199.00,business operations specialists all other,0.6187164783477783
267637,30.0,mean stack developer,51-9199.00,production workers all other,0.4198457598686218,global_similarity,51-9199.00,production workers all other,0.4198457598686218,51-9161.00,computer numerically controlled tool operators,0.3999168276786804,51-9162.00,computer numerically controlled tool programmers,0.3942933976650238
267654,160.0,associate quantitative analyst,13-2099.01,financial quantitative analysts,0.7178224325180054,global_similarity,13-2099.01,financial quantitative analysts,0.7178224325180054,13-2051.00,financial and investment analysts,0.21303103864192963,13-2054.00,financial risk specialists,0.1668463796377182
267655,160.0,analyst,11-1011.00,chief executives,0.32125943899154663,global_similarity,11-1011.00,chief executives,0.32125943899154663,19-4012.00,agricultural technicians,0.3093253970146179,17-2081.00,environmental engineers,0.28060904145240784
267723,30.0,associate product mgr systems app software designer,15-1252.00,software developers,0.3183448612689972,global_similarity,15-1252.00,software developers,0.3183448612689972,15-1253.00,software quality assurance analysts and testers,0.2502821683883667,25-4012.00,curators,0.23454035818576813
267743,199.0,associate management consultant,13-1082.00,project management specialists,0.3254036009311676,global_similarity,13-1082.00,project management specialists,0.3254036009311676,25-4012.00,curators,0.3160262107849121,13-1199.07,security management specialists,0.2764529883861542
267762,30.0,software engineer,15-1252.00,software developers,0.7368320226669312,global_similarity,15-1252.00,software developers,0.7368320226669312,15-1253.00,software quality assurance analysts and testers,0.5792960524559021,15-1221.00,computer and information research scientists,0.4917108118534088
267833,30.0,software engineer,15-1252.00,software developers,0.7368320226669312,global_similarity,15-1252.00,software developers,0.7368320226669312,15-1253.00,software quality assurance analysts and testers,0.5792960524559021,15-1221.00,computer and information research scientists,0.4917108118534088
267845,76.0,physical therapist,31-2021.00,physical therapist assistants,0.8253462910652161,global_similarity,31-2021.00,physical therapist assistants,0.8253462910652161,29-1123.00,physical therapists,0.7222456336021423,31-2022.00,physical therapist aides,0.5904873013496399
267852,199.0,software engineer,15-1252.00,software developers,0.7368320226669312,global_similarity,15-1252.00,software developers,0.7368320226669312,15-1253.00,software quality assurance analysts and testers,0.5792960524559021,15-1221.00,computer and information research scientists,0.4917108118534088
267854,39.0,data engineer,15-2051.00,data scientists,0.3318118453025818,global_similarity,15-2051.00,data scientists,0.3318118453025818,15-1242.00,database administrators,0.24908247590065002,15-1243.00,database architects,0.24714677035808563
267901,19.0,engineering mgr,17-3029.00,engineering technologists and technicians except drafters all other,0.3996649980545044,global_similarity,17-3029.00,engineering technologists and technicians except drafters all other,0.3996649980545044,17-3022.00,civil engineering technologists and technicians,0.3768397271633148,11-9041.00,architectural and engineering managers,0.2671114504337311
267941,160.0,associate,25-4012.00,curators,0.46077921986579895,global_similarity,25-4012.00,curators,0.46077921986579895,43-4081.00,hotel motel and resort desk clerks,0.2488706260919571,11-1011.00,chief executives,0.0
267948,50.0,product manager iii,51-1011.00,first line supervisors of production and operating workers,0.2585271894931793,global_similarity,51-1011.00,first line supervisors of production and operating workers,0.2585271894931793,51-9198.00,helpers production workers,0.2559192180633545,53-7061.00,cleaners of vehicles and equipment,0.23745189607143402
267976,20.0,program manager ii,11-1011.00,chief executives,0.32281944155693054,global_similarity,11-1011.00,chief executives,0.32281944155693054,11-9199.02,compliance managers,0.3115069270133972,27-2012.00,producers and directors,0.2221858650445938
267999,39.0,software engineer,15-1252.00,software developers,0.7368320226669312,global_similarity,15-1252.00,software developers,0.7368320226669312,15-1253.00,software quality assurance analysts and testers,0.5792960524559021,15-1221.00,computer and information research scientists,0.4917108118534088
268008,30.0,software developer,15-1252.00,software developers,0.48146307468414307,global_similarity,15-1252.00,software developers,0.48146307468414307,15-1253.00,software quality assurance analysts and testers,0.37852540612220764,51-9199.00,production workers all other,0.2902626097202301
268111,110.0,senior counsel,13-1071.00,human resources specialists,0.3051999807357788,global_similarity,13-1071.00,human resources specialists,0.3051999807357788,43-1011.00,first line supervisors of office and administrative support workers,0.29765787720680237,17-3023.00,electrical and electronic engineering technologists and technicians,0.28384262323379517
268112,30.0,associate ux designer,25-4012.00,curators,0.36477434635162354,global_similarity,25-4012.00,curators,0.36477434635162354,17-3013.00,mechanical drafters,0.20430628955364227,17-3013.00,mechanical drafters,0.20161545276641846
268131,30.0,software development engineer software developer application,15-1252.00,software developers,0.6383081078529358,global_similarity,15-1252.00,software developers,0.6383081078529358,15-1253.00,software quality assurance analysts and testers,0.5018367171287537,15-1221.00,computer and information research scientists,0.26077187061309814
268340,3.0,sr pixel design engineer,17-2131.00,materials engineers,0.5286746025085449,global_similarity,17-2131.00,materials engineers,0.5286746025085449,17-2161.00,nuclear engineers,0.44888389110565186,17-2171.00,petroleum engineers,0.4012790024280548
268380,30.0,software engineer,15-1252.00,software developers,0.7368320226669312,global_similarity,15-1252.00,software developers,0.7368320226669312,15-1253.00,software quality assurance analysts and testers,0.5792960524559021,15-1221.00,computer and information research scientists,0.4917108118534088
268464,161.0,business systems analyst,15-1299.08,computer systems engineers architects,0.36174407601356506,global_similarity,15-1299.08,computer systems engineers architects,0.36174407601356506,15-1211.00,computer systems analysts,0.34000107645988464,13-1082.00,project management specialists,0.30640774965286255
268468,30.0,digital artist graphic designer,27-1024.00,graphic designers,0.603999137878418,global_similarity,27-1024.00,graphic designers,0.603999137878418,41-3011.00,advertising sales agents,0.14946283400058746,15-1255.00,web and digital interface designers,0.14218077063560486
268491,30.0,senior systems analyst,15-1299.08,computer systems engineers architects,0.3299701511859894,global_similarity,15-1299.08,computer systems engineers architects,0.3299701511859894,15-1211.00,computer systems analysts,0.31013694405555725,13-1082.00,project management specialists,0.2794943153858185
268555,110.0,law clerk,25-1112.00,law teachers postsecondary,0.2712288498878479,global_similarity,25-1112.00,law teachers postsecondary,0.2712288498878479,23-1021.00,administrative law judges adjudicators and hearing officers,0.21146589517593384,23-1021.00,administrative law judges adjudicators and hearing officers,0.2063269019126892
268556,161.0,global strategy senior associate,25-4012.00,curators,0.3359796404838562,global_similarity,25-4012.00,curators,0.3359796404838562,13-1071.00,human resources specialists,0.2088630497455597,43-1011.00,first line supervisors of office and administrative support workers,0.20370161533355713
268612,30.0,software developement engineer i,15-1252.00,software developers,0.6770898699760437,global_similarity,15-1252.00,software developers,0.6770898699760437,15-1253.00,software quality assurance analysts and testers,0.5323268175125122,15-1221.00,computer and information research scientists,0.37282368540763855
268657,30.0,senior analyst project program management,13-1082.00,project management specialists,0.43668556213378906,global_similarity,13-1082.00,project management specialists,0.43668556213378906,13-1082.00,project management specialists,0.4316461384296417,13-1082.00,project management specialists,0.252584308385849
268714,30.0,principal user experience designer,15-1232.00,computer user support specialists,0.286912202835083,global_similarity,15-1232.00,computer user support specialists,0.286912202835083,11-9032.00,education administrators kindergarten through secondary,0.2118200808763504,15-1232.00,computer user support specialists,0.1786627471446991
268797,1.0,architectural designer,17-3011.00,architectural and civil drafters,0.38988685607910156,global_similarity,17-3011.00,architectural and civil drafters,0.38988685607910156,11-9041.00,architectural and engineering managers,0.23431073129177094,11-9041.00,architectural and engineering managers,0.23345023393630981
268846,20.0,data analyst,15-1241.00,computer network architects,0.3871660828590393,global_similarity,15-1241.00,computer network architects,0.3871660828590393,15-1231.00,computer network support specialists,0.3707824647426605,15-2051.00,data scientists,0.31592562794685364
268870,30.0,software development engineer software developer application,15-1252.00,software developers,0.6383081078529358,global_similarity,15-1252.00,software developers,0.6383081078529358,15-1253.00,software quality assurance analysts and testers,0.5018367171287537,15-1221.00,computer and information research scientists,0.26077187061309814
268940,30.0,software development engineer apps,15-1252.00,software developers,0.5534238815307617,global_similarity,15-1252.00,software developers,0.5534238815307617,15-1253.00,software quality assurance analysts and testers,0.43510088324546814,15-1221.00,computer and information research scientists,0.3047299087047577
268967,30.0,software devops engineer,15-1252.00,software developers,0.6770898699760437,global_similarity,15-1252.00,software developers,0.6770898699760437,15-1253.00,software quality assurance analysts and testers,0.5323268175125122,15-1221.00,computer and information research scientists,0.37282368540763855
268981,30.0,quality assurance engineer,15-1253.00,software quality assurance analysts and testers,0.6649797558784485,global_similarity,15-1253.00,software quality assurance analysts and testers,0.6649797558784485,11-3051.01,quality control systems managers,0.5337750911712646,15-1253.00,software quality assurance analysts and testers,0.45131564140319824
268992,161.0,management analyst,13-1082.00,project management specialists,0.3511355519294739,global_similarity,13-1082.00,project management specialists,0.3511355519294739,13-1082.00,project management specialists,0.347572922706604,13-1082.00,project management specialists,0.3470833897590637
269083,30.0,business analyst,25-1011.00,business teachers postsecondary,0.36426252126693726,global_similarity,25-1011.00,business teachers postsecondary,0.36426252126693726,13-1199.00,business operations specialists all other,0.3396761119365692,13-1199.00,business operations specialists all other,0.3385966122150421
269112,169.0,project manager,13-1082.00,project management specialists,0.7302392721176147,global_similarity,13-1082.00,project management specialists,0.7302392721176147,13-1082.00,project management specialists,0.6246562004089355,13-1082.00,project management specialists,0.5344012975692749
269145,20.0,senior clinical data manager,11-3021.00,computer and information systems managers,0.7066617608070374,global_similarity,11-3021.00,computer and information systems managers,0.7066617608070374,15-1221.00,computer and information research scientists,0.29142215847969055,15-1299.02,geographic information systems technologists and technicians,0.2294655591249466
269182,20.0,data scientist,15-2051.00,data scientists,0.2572735548019409,global_similarity,15-2051.00,data scientists,0.2572735548019409,15-1211.00,computer systems analysts,0.24606378376483917,19-1011.00,animal scientists,0.24386312067508698
269217,3.0,wireless power electromagnetics design engineer,17-2131.00,materials engineers,0.47201839089393616,global_similarity,17-2131.00,materials engineers,0.47201839089393616,17-2161.00,nuclear engineers,0.40077856183052063,17-2171.00,petroleum engineers,0.35827532410621643
269235,30.0,machine learning engineer,15-2041.00,statisticians,0.24918107688426971,global_similarity,15-2041.00,statisticians,0.24918107688426971,15-2041.01,biostatisticians,0.24311399459838867,15-2051.00,data scientists,0.19949586689472198
269241,20.0,associate biostatistician,25-4012.00,curators,0.2417125105857849,global_similarity,25-4012.00,curators,0.2417125105857849,15-2041.00,statisticians,0.23137986660003662,15-2041.01,biostatisticians,0.22574619948863983
269286,199.0,associate management consultant,13-1082.00,project management specialists,0.3254036009311676,global_similarity,13-1082.00,project management specialists,0.3254036009311676,25-4012.00,curators,0.3160262107849121,13-1199.07,security management specialists,0.2764529883861542
269297,39.0,senior fellow data science,15-2051.00,data scientists,0.28088709712028503,global_similarity,15-2051.00,data scientists,0.28088709712028503,15-1242.00,database administrators,0.21085460484027863,15-1243.00,database architects,0.20921596884727478
269314,30.0,digital technical specialist,15-1251.00,computer programmers,0.3536522090435028,global_similarity,15-1251.00,computer programmers,0.3536522090435028,51-9161.00,computer numerically controlled tool operators,0.35006183385849,51-9162.00,computer numerically controlled tool programmers,0.34513944387435913
269331,39.0,junior data analyst,15-1241.00,computer network architects,0.3871660828590393,global_similarity,15-1241.00,computer network architects,0.3871660828590393,15-1231.00,computer network support specialists,0.3707824647426605,15-2051.00,data scientists,0.31592562794685364
269332,3.0,electrical engineer,17-2071.00,electrical engineers,0.7043498754501343,global_similarity,17-2071.00,electrical engineers,0.7043498754501343,17-3023.00,electrical and electronic engineering technologists and technicians,0.5442420840263367,17-2199.10,wind energy engineers,0.41252100467681885
269346,30.0,sr developer microservices,51-9199.00,production workers all other,0.4198457598686218,global_similarity,51-9199.00,production workers all other,0.4198457598686218,51-9161.00,computer numerically controlled tool operators,0.3999168276786804,51-9162.00,computer numerically controlled tool programmers,0.3942933976650238
269351,30.0,cloud software engineer,15-1252.00,software developers,0.7368320226669312,global_similarity,15-1252.00,software developers,0.7368320226669312,15-1253.00,software quality assurance analysts and testers,0.5792960524559021,15-1221.00,computer and information research scientists,0.4917108118534088
269379,999.0,recruitment delivery manager,43-1011.00,first line supervisors of office and administrative support workers,0.2668324112892151,global_similarity,43-1011.00,first line supervisors of office and administrative support workers,0.2668324112892151,53-1044.00,first line supervisors of passenger attendants,0.24826198816299438,53-1049.00,first line supervisors of transportation workers all other,0.24398741126060486
269383,30.0,business analyst i,25-1011.00,business teachers postsecondary,0.36426252126693726,global_similarity,25-1011.00,business teachers postsecondary,0.36426252126693726,13-1199.00,business operations specialists all other,0.3396761119365692,13-1199.00,business operations specialists all other,0.3385966122150421
269392,30.0,software developer,15-1252.00,software developers,0.48146307468414307,global_similarity,15-1252.00,software developers,0.48146307468414307,15-1253.00,software quality assurance analysts and testers,0.37852540612220764,51-9199.00,production workers all other,0.2902626097202301
269398,50.0,business analyst,25-1011.00,business teachers postsecondary,0.36426252126693726,global_similarity,25-1011.00,business teachers postsecondary,0.36426252126693726,13-1199.00,business operations specialists all other,0.3396761119365692,13-1199.00,business operations specialists all other,0.3385966122150421
269416,39.0,software developer solutions consultant,15-1252.00,software developers,0.40662142634391785,global_similarity,15-1252.00,software developers,0.40662142634391785,15-1253.00,software quality assurance analysts and testers,0.31968504190444946,51-9199.00,production workers all other,0.2451423704624176
269470,169.0,competitive intelligence manager,33-3021.06,intelligence analysts,0.5822009444236755,global_similarity,33-3021.06,intelligence analysts,0.5822009444236755,55-3015.00,command and control center specialists,0.23353855311870575,55-3019.00,military enlisted tactical operations and air weapons specialists and crew members all other,0.19285185635089874
269539,20.0,delivery mgr,43-1011.00,first line supervisors of office and administrative support workers,0.31269773840904236,global_similarity,43-1011.00,first line supervisors of office and administrative support workers,0.31269773840904236,53-1044.00,first line supervisors of passenger attendants,0.2909352779388428,53-1049.00,first line supervisors of transportation workers all other,0.285925954580307
269575,3.0,engineer,53-5031.00,ship engineers,0.3181336522102356,global_similarity,53-5031.00,ship engineers,0.3181336522102356,51-4041.00,machinists,0.2930312752723694,51-9198.00,helpers production workers,0.28506025671958923
269581,160.0,assurance staff audit services,11-9111.00,medical and health services managers,0.26797252893447876,global_similarity,11-9111.00,medical and health services managers,0.26797252893447876,15-1253.00,software quality assurance analysts and testers,0.2626183331012726,43-1011.00,first line supervisors of office and administrative support workers,0.23728609085083008
269582,30.0,technology analyst,11-9041.01,biofuels biodiesel technology and product development managers,0.2334284782409668,global_similarity,11-9041.01,biofuels biodiesel technology and product development managers,0.2334284782409668,11-1011.00,chief executives,0.17913083732128143,19-4012.00,agricultural technicians,0.17247654497623444
269607,139.0,technical writer i,15-1251.00,computer programmers,0.37461915612220764,global_similarity,15-1251.00,computer programmers,0.37461915612220764,51-9161.00,computer numerically controlled tool operators,0.3708159327507019,51-9162.00,computer numerically controlled tool programmers,0.36560171842575073
269624,50.0,senior applied scientist,15-2041.01,biostatisticians,0.2798137664794922,global_similarity,15-2041.01,biostatisticians,0.2798137664794922,15-1211.00,computer systems analysts,0.1996549367904663,19-1011.00,animal scientists,0.19786931574344635
269668,7.0,medical appliance engineer,51-9082.00,medical appliance technicians,0.4695972502231598,global_similarity,51-9082.00,medical appliance technicians,0.4695972502231598,51-9082.00,medical appliance technicians,0.42644745111465454,49-9031.00,home appliance repairers,0.2892053723335266
269719,110.0,law clerk associate,25-4012.00,curators,0.31015709042549133,global_similarity,25-4012.00,curators,0.31015709042549133,25-1112.00,law teachers postsecondary,0.20058415830135345,43-4081.00,hotel motel and resort desk clerks,0.16751837730407715
269814,7.0,mechanical engineer ii,17-2141.00,mechanical engineers,0.6427595019340515,global_similarity,17-2141.00,mechanical engineers,0.6427595019340515,17-3027.00,mechanical engineering technologists and technicians,0.5427602529525757,17-2199.08,robotics engineers,0.5236308574676514
269836,30.0,business intelligence developer,13-1199.00,business operations specialists all other,0.6756110787391663,global_similarity,13-1199.00,business operations specialists all other,0.6756110787391663,13-1199.00,business operations specialists all other,0.6534749269485474,13-1199.00,business operations specialists all other,0.6137217283248901
269871,7.0,biomedical engineers,17-2031.00,bioengineers and biomedical engineers,0.6508902311325073,global_similarity,17-2031.00,bioengineers and biomedical engineers,0.6508902311325073,17-2031.00,bioengineers and biomedical engineers,0.521291971206665,17-2199.00,engineers all other,0.368009090423584
269885,20.0,senior business analyst,25-1011.00,business teachers postsecondary,0.2682761251926422,global_similarity,25-1011.00,business teachers postsecondary,0.2682761251926422,13-1199.00,business operations specialists all other,0.25016847252845764,13-1199.00,business operations specialists all other,0.2493734210729599
269979,30.0,software development engineer,15-1252.00,software developers,0.5534238815307617,global_similarity,15-1252.00,software developers,0.5534238815307617,15-1253.00,software quality assurance analysts and testers,0.43510088324546814,15-1221.00,computer and information research scientists,0.3047299087047577
269980,,data scientist machine learning,15-2051.00,data scientists,0.2552522122859955,global_similarity,15-2051.00,data scientists,0.2552522122859955,15-1211.00,computer systems analysts,0.244130477309227,19-1011.00,animal scientists,0.24194709956645966
270048,30.0,programmer analyst,15-1211.00,computer systems analysts,0.6076332330703735,global_similarity,15-1211.00,computer systems analysts,0.6076332330703735,15-1251.00,computer programmers,0.22645968198776245,15-1299.01,web administrators,0.2142922729253769
270068,110.0,associate,25-4012.00,curators,0.46077921986579895,global_similarity,25-4012.00,curators,0.46077921986579895,43-4081.00,hotel motel and resort desk clerks,0.2488706260919571,11-1011.00,chief executives,0.0
270077,30.0,systems test engineer,15-1299.08,computer systems engineers architects,0.258674681186676,global_similarity,15-1299.08,computer systems engineers architects,0.258674681186676,51-4041.00,machinists,0.25590401887893677,51-9198.00,helpers production workers,0.22551731765270233
270165,30.0,programmer analyst i,15-1211.00,computer systems analysts,0.6076332330703735,global_similarity,15-1211.00,computer systems analysts,0.6076332330703735,15-1251.00,computer programmers,0.22645968198776245,15-1299.01,web administrators,0.2142922729253769
270191,33.0,principal product mgr al products,11-9032.00,education administrators kindergarten through secondary,0.22358804941177368,global_similarity,11-9032.00,education administrators kindergarten through secondary,0.22358804941177368,41-9011.00,demonstrators and product promoters,0.18965762853622437,51-9061.00,inspectors testers sorters samplers and weighers,0.18036742508411407
270256,30.0,data scientist,15-2051.00,data scientists,0.2572735548019409,global_similarity,15-2051.00,data scientists,0.2572735548019409,15-1211.00,computer systems analysts,0.24606378376483917,19-1011.00,animal scientists,0.24386312067508698
270257,162.0,vice president investment finance,11-1011.03,chief sustainability officers,0.3874657452106476,global_similarity,11-1011.03,chief sustainability officers,0.3874657452106476,11-9199.00,managers all other,0.36146748065948486,11-9179.00,personal service managers all other,0.3359861373901367
270272,169.0,business intelligence engineer i,13-1199.00,business operations specialists all other,0.6977562308311462,global_similarity,13-1199.00,business operations specialists all other,0.6977562308311462,13-1199.00,business operations specialists all other,0.6748945116996765,13-1199.00,business operations specialists all other,0.6338381767272949
270346,30.0,java developer,15-1252.00,software developers,0.3809318244457245,global_similarity,15-1252.00,software developers,0.3809318244457245,51-9199.00,production workers all other,0.34448206424713135,51-9161.00,computer numerically controlled tool operators,0.32813045382499695
270415,3.0,asic design engineer electrical engineer,17-2071.00,electrical engineers,0.63905268907547,global_similarity,17-2071.00,electrical engineers,0.63905268907547,17-3023.00,electrical and electronic engineering technologists and technicians,0.4937877655029297,17-2131.00,materials engineers,0.3820549547672272
270420,30.0,esa software developer,15-1252.00,software developers,0.48146307468414307,global_similarity,15-1252.00,software developers,0.48146307468414307,15-1253.00,software quality assurance analysts and testers,0.37852540612220764,51-9199.00,production workers all other,0.2902626097202301
270631,30.0,business intelligence developer,13-1199.00,business operations specialists all other,0.6756110787391663,global_similarity,13-1199.00,business operations specialists all other,0.6756110787391663,13-1199.00,business operations specialists all other,0.6534749269485474,13-1199.00,business operations specialists all other,0.6137217283248901
270654,12.0,analyst automated fulfillment,51-9161.00,computer numerically controlled tool operators,0.3041520118713379,global_similarity,51-9161.00,computer numerically controlled tool operators,0.3041520118713379,49-9044.00,millwrights,0.26166942715644836,51-9051.00,furnace kiln oven drier and kettle operators and tenders,0.21504312753677368
270903,30.0,data engineer,15-2051.00,data scientists,0.3318118453025818,global_similarity,15-2051.00,data scientists,0.3318118453025818,15-1242.00,database administrators,0.24908247590065002,15-1243.00,database architects,0.24714677035808563
271092,30.0,associate technical consultant,15-1251.00,computer programmers,0.3470979630947113,global_similarity,15-1251.00,computer programmers,0.3470979630947113,51-9161.00,computer numerically controlled tool operators,0.3435741066932678,51-9162.00,computer numerically controlled tool programmers,0.3387429416179657
271153,30.0,software engineering mts,15-1252.00,software developers,0.5411996841430664,global_similarity,15-1252.00,software developers,0.5411996841430664,15-1253.00,software quality assurance analysts and testers,0.42549023032188416,15-1221.00,computer and information research scientists,0.2531355321407318
271197,10.0,attorney,23-1011.00,lawyers,0.5773502588272095,global_similarity,23-1011.00,lawyers,0.5773502588272095,11-1011.00,chief executives,0.0,11-1011.00,chief executives,0.0
271245,199.0,senior solution analyst,13-1071.00,human resources specialists,0.2440912276506424,global_similarity,13-1071.00,human resources specialists,0.2440912276506424,43-1011.00,first line supervisors of office and administrative support workers,0.23805923759937286,17-3023.00,electrical and electronic engineering technologists and technicians,0.22701014578342438
271247,169.0,associate quantitative research,13-2099.01,financial quantitative analysts,0.7342053651809692,global_similarity,13-2099.01,financial quantitative analysts,0.7342053651809692,25-4012.00,curators,0.1630508005619049,13-1161.00,market research analysts and marketing specialists,0.1517464965581894
271296,30.0,senior software engineer,15-1252.00,software developers,0.622338056564331,global_similarity,15-1252.00,software developers,0.622338056564331,15-1253.00,software quality assurance analysts and testers,0.4892810583114624,15-1221.00,computer and information research scientists,0.4153054356575012
271339,19.0,process engineer,51-9198.00,helpers production workers,0.28136736154556274,global_similarity,51-9198.00,helpers production workers,0.28136736154556274,51-9061.00,inspectors testers sorters samplers and weighers,0.26830539107322693,51-9061.00,inspectors testers sorters samplers and weighers,0.25879064202308655
271364,160.0,accounting analyst,43-3031.00,bookkeeping accounting and auditing clerks,0.4073355495929718,global_similarity,43-3031.00,bookkeeping accounting and auditing clerks,0.4073355495929718,43-1011.00,first line supervisors of office and administrative support workers,0.25227850675582886,43-3031.00,bookkeeping accounting and auditing clerks,0.2378699630498886
271393,30.0,big data developer,51-9199.00,production workers all other,0.3019140362739563,global_similarity,51-9199.00,production workers all other,0.3019140362739563,51-9161.00,computer numerically controlled tool operators,0.28758299350738525,51-9162.00,computer numerically controlled tool programmers,0.28353914618492126
271401,30.0,software developer,15-1252.00,software developers,0.48146307468414307,global_similarity,15-1252.00,software developers,0.48146307468414307,15-1253.00,software quality assurance analysts and testers,0.37852540612220764,51-9199.00,production workers all other,0.2902626097202301
271474,166.0,training and development specialist,11-3131.00,training and development managers,0.5087413191795349,global_similarity,11-3131.00,training and development managers,0.5087413191795349,11-3131.00,training and development managers,0.47909924387931824,13-1151.00,training and development specialists,0.468742698431015
