applicant_id,DOT_category,job_norm,predicted_SOC,predicted_SOC_title,similarity_score,method,alt1_SOC,alt1_SOC_title,alt1_score,alt2_SOC,alt2_SOC_title,alt2_score,alt3_SOC,alt3_SOC_title,alt3_score
121,1.0,landscape designer,17-1012.00,landscape architects,0.5109147429466248,global_similarity,17-1012.00,landscape architects,0.5109147429466248,37-3011.00,landscaping and groundskeeping workers,0.26331600546836853,17-1011.00,architects except landscape and naval,0.24919894337654114
185,30.0,java developer,15-1252.00,software developers,0.3809318244457245,global_similarity,15-1252.00,software developers,0.3809318244457245,51-9199.00,production workers all other,0.34448206424713135,51-9161.00,computer numerically controlled tool operators,0.32813045382499695
300,12.0,associate project consultant,13-1082.00,project management specialists,0.32846155762672424,global_similarity,13-1082.00,project management specialists,0.32846155762672424,25-4012.00,curators,0.31495898962020874,13-1082.00,project management specialists,0.235468327999115
675,39.0,software engineer,15-1252.00,software developers,0.7368320226669312,global_similarity,15-1252.00,software developers,0.7368320226669312,15-1253.00,software quality assurance analysts and testers,0.5792960524559021,15-1221.00,computer and information research scientists,0.4917108118534088
902,160.0,staff accountant,13-2011.00,accountants and auditors,0.36085638403892517,global_similarity,13-2011.00,accountants and auditors,0.36085638403892517,11-1011.00,chief executives,0.0,11-1011.00,chief executives,0.0
1207,30.0,software engineer,15-1252.00,software developers,0.7368320226669312,global_similarity,15-1252.00,software developers,0.7368320226669312,15-1253.00,software quality assurance analysts and testers,0.5792960524559021,15-1221.00,computer and information research scientists,0.4917108118534088
1307,119.0,law clerk,25-1112.00,law teachers postsecondary,0.2712288498878479,global_similarity,25-1112.00,law teachers postsecondary,0.2712288498878479,23-1021.00,administrative law judges adjudicators and hearing officers,0.21146589517593384,23-1021.00,administrative law judges adjudicators and hearing officers,0.2063269019126892
1366,30.0,eclinical project leader,51-9191.00,adhesive bonding machine operators and tenders,0.24436864256858826,global_similarity,51-9191.00,adhesive bonding machine operators and tenders,0.24436864256858826,55-1016.00,infantry officers,0.22762271761894226,51-5112.00,printing press operators,0.22207608819007874
1526,30.0,technology lead us,51-1011.00,first line supervisors of production and operating workers,0.22162863612174988,global_similarity,51-1011.00,first line supervisors of production and operating workers,0.22162863612174988,51-4199.00,metal workers and plastic workers all other,0.2211146205663681,11-9041.01,biofuels biodiesel technology and product development managers,0.2152109444141388
1815,30.0,technical test lead,15-1251.00,computer programmers,0.3542865812778473,global_similarity,15-1251.00,computer programmers,0.3542865812778473,51-9161.00,computer numerically controlled tool operators,0.35068973898887634,51-9162.00,computer numerically controlled tool programmers,0.3457585275173187
2204,30.0,software developer,15-1252.00,software developers,0.48146307468414307,global_similarity,15-1252.00,software developers,0.48146307468414307,15-1253.00,software quality assurance analysts and testers,0.37852540612220764,51-9199.00,production workers all other,0.2902626097202301
2701,160.0,assurance associate,25-4012.00,curators,0.339673787355423,global_similarity,25-4012.00,curators,0.339673787355423,15-1253.00,software quality assurance analysts and testers,0.29794439673423767,11-9111.00,medical and health services managers,0.20134715735912323
2819,30.0,senior consultant,13-1199.00,business operations specialists all other,0.2397923767566681,global_similarity,13-1199.00,business operations specialists all other,0.2397923767566681,13-1071.00,human resources specialists,0.22939862310886383,13-1082.00,project management specialists,0.22892068326473236
2828,30.0,full stack software developer,15-1252.00,software developers,0.38403061032295227,global_similarity,15-1252.00,software developers,0.38403061032295227,51-9161.00,computer numerically controlled tool operators,0.37995871901512146,51-9162.00,computer numerically controlled tool programmers,0.37461593747138977
2922,8.0,mechanical engineer,17-2141.00,mechanical engineers,0.717542827129364,global_similarity,17-2141.00,mechanical engineers,0.717542827129364,17-3027.00,mechanical engineering technologists and technicians,0.6059089303016663,17-2199.08,robotics engineers,0.5845538377761841
2925,30.0,associate quantitative modeling,13-2099.01,financial quantitative analysts,0.7451140284538269,global_similarity,13-2099.01,financial quantitative analysts,0.7451140284538269,13-2051.00,financial and investment analysts,0.11825481802225113,15-1211.00,computer systems analysts,0.10747157782316208
3114,160.0,financial management analyst,13-2054.00,financial risk specialists,0.3174491822719574,global_similarity,13-2054.00,financial risk specialists,0.3174491822719574,13-1082.00,project management specialists,0.2811230421066284,13-1082.00,project management specialists,0.27827078104019165
3551,30.0,software engineer,15-1252.00,software developers,0.7368320226669312,global_similarity,15-1252.00,software developers,0.7368320226669312,15-1253.00,software quality assurance analysts and testers,0.5792960524559021,15-1221.00,computer and information research scientists,0.4917108118534088
3820,166.0,human resources specialist,13-1071.00,human resources specialists,0.504406750202179,global_similarity,13-1071.00,human resources specialists,0.504406750202179,13-1071.00,human resources specialists,0.5027003884315491,11-3121.00,human resources managers,0.45773985981941223
3910,30.0,software development engineer i,15-1252.00,software developers,0.5534238815307617,global_similarity,15-1252.00,software developers,0.5534238815307617,15-1253.00,software quality assurance analysts and testers,0.43510088324546814,15-1221.00,computer and information research scientists,0.3047299087047577
4018,30.0,i20020059360563,11-1011.00,chief executives,0.0,global_similarity,11-1011.00,chief executives,0.0,11-1011.00,chief executives,0.0,11-1011.00,chief executives,0.0
4237,30.0,data engineer,15-2051.00,data scientists,0.3318118453025818,global_similarity,15-2051.00,data scientists,0.3318118453025818,15-1242.00,database administrators,0.24908247590065002,15-1243.00,database architects,0.24714677035808563
4952,30.0,software developer,15-1252.00,software developers,0.48146307468414307,global_similarity,15-1252.00,software developers,0.48146307468414307,15-1253.00,software quality assurance analysts and testers,0.37852540612220764,51-9199.00,production workers all other,0.2902626097202301
5585,,software developer,15-1252.00,software developers,0.48146307468414307,global_similarity,15-1252.00,software developers,0.48146307468414307,15-1253.00,software quality assurance analysts and testers,0.37852540612220764,51-9199.00,production workers all other,0.2902626097202301
5806,39.0,data analyst,15-1241.00,computer network architects,0.3871660828590393,global_similarity,15-1241.00,computer network architects,0.3871660828590393,15-1231.00,computer network support specialists,0.3707824647426605,15-2051.00,data scientists,0.31592562794685364
6443,,supply chain analyst,11-2022.00,sales managers,0.2167804092168808,global_similarity,11-2022.00,sales managers,0.2167804092168808,53-7065.00,stockers and order fillers,0.20742838084697723,53-7065.00,stockers and order fillers,0.18406006693840027
6632,160.0,accountant,13-2011.00,accountants and auditors,0.36085638403892517,global_similarity,13-2011.00,accountants and auditors,0.36085638403892517,11-1011.00,chief executives,0.0,11-1011.00,chief executives,0.0
7006,39.0,software developer applications,15-1252.00,software developers,0.37460899353027344,global_similarity,15-1252.00,software developers,0.37460899353027344,15-1253.00,software quality assurance analysts and testers,0.294516921043396,17-2199.05,mechatronics engineers,0.23954954743385315
7378,39.0,product manager,41-9011.00,demonstrators and product promoters,0.27413681149482727,global_similarity,41-9011.00,demonstrators and product promoters,0.27413681149482727,51-9061.00,inspectors testers sorters samplers and weighers,0.26070845127105713,41-9011.00,demonstrators and product promoters,0.2489185631275177
7889,182.0,assistant superintendant,39-4012.00,crematory operators,0.3093378245830536,global_similarity,39-4012.00,crematory operators,0.3093378245830536,11-9199.00,managers all other,0.2984580397605896,29-2052.00,pharmacy technicians,0.2913520038127899
8134,30.0,business analyst,25-1011.00,business teachers postsecondary,0.36426252126693726,global_similarity,25-1011.00,business teachers postsecondary,0.36426252126693726,13-1199.00,business operations specialists all other,0.3396761119365692,13-1199.00,business operations specialists all other,0.3385966122150421
8192,30.0,software engineer,15-1252.00,software developers,0.7368320226669312,global_similarity,15-1252.00,software developers,0.7368320226669312,15-1253.00,software quality assurance analysts and testers,0.5792960524559021,15-1221.00,computer and information research scientists,0.4917108118534088
8328,163.0,regional sales manager,11-1011.00,chief executives,0.26957762241363525,global_similarity,11-1011.00,chief executives,0.26957762241363525,11-2022.00,sales managers,0.23638944327831268,19-3051.00,urban and regional planners,0.22155599296092987
8444,,global portfolio leader,51-9191.00,adhesive bonding machine operators and tenders,0.30422350764274597,global_similarity,51-9191.00,adhesive bonding machine operators and tenders,0.30422350764274597,55-1016.00,infantry officers,0.28337588906288147,51-5112.00,printing press operators,0.27647069096565247
8563,3.0,signaling commissioning engineer,53-5031.00,ship engineers,0.3181336522102356,global_similarity,53-5031.00,ship engineers,0.3181336522102356,51-4041.00,machinists,0.2930312752723694,51-9198.00,helpers production workers,0.28506025671958923
8834,30.0,system and network administrator,15-1241.00,computer network architects,0.22070035338401794,global_similarity,15-1241.00,computer network architects,0.22070035338401794,11-3013.00,facilities managers,0.2142648845911026,15-1231.00,computer network support specialists,0.20962578058242798
9082,30.0,software engineer,15-1252.00,software developers,0.7368320226669312,global_similarity,15-1252.00,software developers,0.7368320226669312,15-1253.00,software quality assurance analysts and testers,0.5792960524559021,15-1221.00,computer and information research scientists,0.4917108118534088
9169,30.0,sr software engr technical support,15-1252.00,software developers,0.41715219616889954,global_similarity,15-1252.00,software developers,0.41715219616889954,15-1253.00,software quality assurance analysts and testers,0.32796430587768555,15-1251.00,computer programmers,0.2959569990634918
9287,199.0,associate business development man,25-4012.00,curators,0.3124997019767761,global_similarity,25-4012.00,curators,0.3124997019767761,25-1011.00,business teachers postsecondary,0.2524421811103821,51-4041.00,machinists,0.2097214311361313
9791,30.0,sr software test engineer,15-1252.00,software developers,0.5517309308052063,global_similarity,15-1252.00,software developers,0.5517309308052063,15-1253.00,software quality assurance analysts and testers,0.4337698817253113,15-1221.00,computer and information research scientists,0.30379775166511536
9841,186.0,market liquidity and capital risk,13-2054.00,financial risk specialists,0.40216127038002014,global_similarity,13-2054.00,financial risk specialists,0.40216127038002014,13-1161.00,market research analysts and marketing specialists,0.32063809037208557,11-3031.00,financial managers,0.24871616065502167
9849,39.0,product manager,41-9011.00,demonstrators and product promoters,0.27413681149482727,global_similarity,41-9011.00,demonstrators and product promoters,0.27413681149482727,51-9061.00,inspectors testers sorters samplers and weighers,0.26070845127105713,41-9011.00,demonstrators and product promoters,0.2489185631275177
10000,30.0,software quality assurance enginee,15-1253.00,software quality assurance analysts and testers,0.8807229399681091,global_similarity,15-1253.00,software quality assurance analysts and testers,0.8807229399681091,15-1253.00,software quality assurance analysts and testers,0.8538882732391357,11-3051.01,quality control systems managers,0.3837864398956299
11031,31.0,machine learning engineer,15-2041.00,statisticians,0.24918107688426971,global_similarity,15-2041.00,statisticians,0.24918107688426971,15-2041.01,biostatisticians,0.24311399459838867,15-2051.00,data scientists,0.19949586689472198
11168,30.0,architect,17-1012.00,landscape architects,0.32705721259117126,global_similarity,17-1012.00,landscape architects,0.32705721259117126,17-1011.00,architects except landscape and naval,0.31904464960098267,17-2121.00,marine engineers and naval architects,0.2818155288696289
11457,7.0,staff engineer,53-5031.00,ship engineers,0.3181336522102356,global_similarity,53-5031.00,ship engineers,0.3181336522102356,51-4041.00,machinists,0.2930312752723694,51-9198.00,helpers production workers,0.28506025671958923
11534,1.0,architectural designer,17-3011.00,architectural and civil drafters,0.38988685607910156,global_similarity,17-3011.00,architectural and civil drafters,0.38988685607910156,11-9041.00,architectural and engineering managers,0.23431073129177094,11-9041.00,architectural and engineering managers,0.23345023393630981
11860,30.0,software engineer iii,15-1252.00,software developers,0.622338056564331,global_similarity,15-1252.00,software developers,0.622338056564331,15-1253.00,software quality assurance analysts and testers,0.4892810583114624,15-1221.00,computer and information research scientists,0.4153054356575012
12021,1.0,landscape engineer,17-1012.00,landscape architects,0.5514134168624878,global_similarity,17-1012.00,landscape architects,0.5514134168624878,37-3011.00,landscaping and groundskeeping workers,0.28418827056884766,17-1011.00,architects except landscape and naval,0.2689521908760071
12653,30.0,software engineer,15-1252.00,software developers,0.7368320226669312,global_similarity,15-1252.00,software developers,0.7368320226669312,15-1253.00,software quality assurance analysts and testers,0.5792960524559021,15-1221.00,computer and information research scientists,0.4917108118534088
12940,30.0,software engineer,15-1252.00,software developers,0.7368320226669312,global_similarity,15-1252.00,software developers,0.7368320226669312,15-1253.00,software quality assurance analysts and testers,0.5792960524559021,15-1221.00,computer and information research scientists,0.4917108118534088
13384,169.0,manager,11-9199.00,managers all other,0.29278913140296936,global_similarity,11-9199.00,managers all other,0.29278913140296936,11-9199.00,managers all other,0.2853487730026245,11-9199.00,managers all other,0.2803080081939697
13911,1.0,architectural designer,17-3011.00,architectural and civil drafters,0.38988685607910156,global_similarity,17-3011.00,architectural and civil drafters,0.38988685607910156,11-9041.00,architectural and engineering managers,0.23431073129177094,11-9041.00,architectural and engineering managers,0.23345023393630981
13943,20.0,data analyst,15-1241.00,computer network architects,0.3871660828590393,global_similarity,15-1241.00,computer network architects,0.3871660828590393,15-1231.00,computer network support specialists,0.3707824647426605,15-2051.00,data scientists,0.31592562794685364
14771,30.0,software engineer,15-1252.00,software developers,0.7368320226669312,global_similarity,15-1252.00,software developers,0.7368320226669312,15-1253.00,software quality assurance analysts and testers,0.5792960524559021,15-1221.00,computer and information research scientists,0.4917108118534088
14794,12.0,industrial engineer,17-3026.00,industrial engineering technologists and technicians,0.6020258069038391,global_similarity,17-3026.00,industrial engineering technologists and technicians,0.6020258069038391,17-2112.00,industrial engineers,0.25196918845176697,11-3051.00,industrial production managers,0.15082523226737976
14916,1.0,designer,17-3013.00,mechanical drafters,0.33439162373542786,global_similarity,17-3013.00,mechanical drafters,0.33439162373542786,17-3013.00,mechanical drafters,0.329987496137619,17-2199.08,robotics engineers,0.31771764159202576
15529,20.0,trader,43-3071.00,tellers,0.3432048261165619,global_similarity,43-3071.00,tellers,0.3432048261165619,11-1011.00,chief executives,0.0,11-1011.00,chief executives,0.0
15707,33.0,mgr jc50 computer systems engineer,15-1299.08,computer systems engineers architects,0.6140061020851135,global_similarity,15-1299.08,computer systems engineers architects,0.6140061020851135,15-1211.00,computer systems analysts,0.44709518551826477,15-1211.00,computer systems analysts,0.4324226975440979
15911,30.0,qa automation test lead,51-4041.00,machinists,0.2739543914794922,global_similarity,51-4041.00,machinists,0.2739543914794922,51-1011.00,first line supervisors of production and operating workers,0.2552504241466522,51-4199.00,metal workers and plastic workers all other,0.25465843081474304
16004,30.0,researcher,11-1011.00,chief executives,0.0,global_similarity,11-1011.00,chief executives,0.0,11-1011.00,chief executives,0.0,11-1011.00,chief executives,0.0
16058,169.0,risk mgt specialist,13-2054.00,financial risk specialists,0.4488527178764343,global_similarity,13-2054.00,financial risk specialists,0.4488527178764343,13-2054.00,financial risk specialists,0.2810988426208496,11-3031.00,financial managers,0.2723696231842041
16149,30.0,senior software engineer,15-1252.00,software developers,0.622338056564331,global_similarity,15-1252.00,software developers,0.622338056564331,15-1253.00,software quality assurance analysts and testers,0.4892810583114624,15-1221.00,computer and information research scientists,0.4153054356575012
16438,30.0,analyst testing,51-9061.00,inspectors testers sorters samplers and weighers,0.27869874238967896,global_similarity,51-9061.00,inspectors testers sorters samplers and weighers,0.27869874238967896,51-9061.00,inspectors testers sorters samplers and weighers,0.27869874238967896,51-9061.00,inspectors testers sorters samplers and weighers,0.24060200154781342
18087,39.0,5g radio frequency engr,49-2021.00,radio cellular and tower equipment installers and repairers,0.43498560786247253,global_similarity,49-2021.00,radio cellular and tower equipment installers and repairers,0.43498560786247253,11-9199.00,managers all other,0.32814785838127136,51-9199.00,production workers all other,0.3143739700317383
18312,30.0,software development engineer i,15-1252.00,software developers,0.5534238815307617,global_similarity,15-1252.00,software developers,0.5534238815307617,15-1253.00,software quality assurance analysts and testers,0.43510088324546814,15-1221.00,computer and information research scientists,0.3047299087047577
18585,30.0,software development engineer,15-1252.00,software developers,0.5534238815307617,global_similarity,15-1252.00,software developers,0.5534238815307617,15-1253.00,software quality assurance analysts and testers,0.43510088324546814,15-1221.00,computer and information research scientists,0.3047299087047577
19564,30.0,programmer analyst,15-1211.00,computer systems analysts,0.6076332330703735,global_similarity,15-1211.00,computer systems analysts,0.6076332330703735,15-1251.00,computer programmers,0.22645968198776245,15-1299.01,web administrators,0.2142922729253769
19629,30.0,member of technical staff,15-1251.00,computer programmers,0.37832531332969666,global_similarity,15-1251.00,computer programmers,0.37832531332969666,51-9161.00,computer numerically controlled tool operators,0.37448444962501526,51-9162.00,computer numerically controlled tool programmers,0.369218647480011
19661,19.0,interior designer,27-1025.00,interior designers,0.7587748765945435,global_similarity,27-1025.00,interior designers,0.7587748765945435,27-1025.00,interior designers,0.20980384945869446,51-9199.00,production workers all other,0.18326857686042786
19767,30.0,developer,51-9199.00,production workers all other,0.4198457598686218,global_similarity,51-9199.00,production workers all other,0.4198457598686218,51-9161.00,computer numerically controlled tool operators,0.3999168276786804,51-9162.00,computer numerically controlled tool programmers,0.3942933976650238
19886,30.0,mechanical engineers ii,17-2141.00,mechanical engineers,0.6733493208885193,global_similarity,17-2141.00,mechanical engineers,0.6733493208885193,17-2199.08,robotics engineers,0.2548907697200775,17-3027.00,mechanical engineering technologists and technicians,0.23273949325084686
19994,1.0,architect 1,17-1012.00,landscape architects,0.32705721259117126,global_similarity,17-1012.00,landscape architects,0.32705721259117126,17-1011.00,architects except landscape and naval,0.31904464960098267,17-2121.00,marine engineers and naval architects,0.2818155288696289
20389,30.0,systems analyst,15-1299.08,computer systems engineers architects,0.44266703724861145,global_similarity,15-1299.08,computer systems engineers architects,0.44266703724861145,15-1211.00,computer systems analysts,0.41606006026268005,13-1082.00,project management specialists,0.3749518394470215
20432,30.0,systems analyst,15-1299.08,computer systems engineers architects,0.44266703724861145,global_similarity,15-1299.08,computer systems engineers architects,0.44266703724861145,15-1211.00,computer systems analysts,0.41606006026268005,13-1082.00,project management specialists,0.3749518394470215
20587,30.0,site reliability engineer,11-9199.11,brownfield redevelopment specialists and site managers,0.22687409818172455,global_similarity,11-9199.11,brownfield redevelopment specialists and site managers,0.22687409818172455,53-5031.00,ship engineers,0.1611260324716568,51-4041.00,machinists,0.14841236174106598
20665,30.0,software developer mainframe,15-1252.00,software developers,0.48146307468414307,global_similarity,15-1252.00,software developers,0.48146307468414307,15-1253.00,software quality assurance analysts and testers,0.37852540612220764,51-9199.00,production workers all other,0.2902626097202301
20750,30.0,sap hybris solutions architect,17-1012.00,landscape architects,0.32705721259117126,global_similarity,17-1012.00,landscape architects,0.32705721259117126,17-1011.00,architects except landscape and naval,0.31904464960098267,17-2121.00,marine engineers and naval architects,0.2818155288696289
20854,30.0,data operations analyst,15-1241.00,computer network architects,0.33286619186401367,global_similarity,15-1241.00,computer network architects,0.33286619186401367,15-1231.00,computer network support specialists,0.31878039240837097,15-2031.00,operations research analysts,0.3000291883945465
20953,32.0,software developer it analyst,15-1252.00,software developers,0.42323246598243713,global_similarity,15-1252.00,software developers,0.42323246598243713,15-1253.00,software quality assurance analysts and testers,0.33274462819099426,51-9199.00,production workers all other,0.2551567852497101
21187,30.0,pro data scientist,15-2051.00,data scientists,0.2572735548019409,global_similarity,15-2051.00,data scientists,0.2572735548019409,15-1211.00,computer systems analysts,0.24606378376483917,19-1011.00,animal scientists,0.24386312067508698
21379,160.0,accountant,13-2011.00,accountants and auditors,0.36085638403892517,global_similarity,13-2011.00,accountants and auditors,0.36085638403892517,11-1011.00,chief executives,0.0,11-1011.00,chief executives,0.0
21564,7.0,mechanical engineer in training ei,17-2141.00,mechanical engineers,0.4655744731426239,global_similarity,17-2141.00,mechanical engineers,0.4655744731426239,17-3027.00,mechanical engineering technologists and technicians,0.39314132928848267,17-2199.08,robotics engineers,0.37928515672683716
22037,30.0,software development engr in test,15-1252.00,software developers,0.37117433547973633,global_similarity,15-1252.00,software developers,0.37117433547973633,15-1253.00,software quality assurance analysts and testers,0.2918166220188141,51-4041.00,machinists,0.19345295429229736
23411,3.0,component design engineer,17-2131.00,materials engineers,0.42199990153312683,global_similarity,17-2131.00,materials engineers,0.42199990153312683,17-2161.00,nuclear engineers,0.35830914974212646,17-2171.00,petroleum engineers,0.3203098773956299
23509,39.0,senior ux designer,13-1071.00,human resources specialists,0.23573358356952667,global_similarity,13-1071.00,human resources specialists,0.23573358356952667,43-1011.00,first line supervisors of office and administrative support workers,0.22990812361240387,17-3023.00,electrical and electronic engineering technologists and technicians,0.21923735737800598
23587,30.0,network engineer,15-1241.00,computer network architects,0.28874140977859497,global_similarity,15-1241.00,computer network architects,0.28874140977859497,15-1231.00,computer network support specialists,0.27425259351730347,15-1241.00,computer network architects,0.2635095715522766
23646,7.0,scanner engineer,53-5031.00,ship engineers,0.3181336522102356,global_similarity,53-5031.00,ship engineers,0.3181336522102356,51-4041.00,machinists,0.2930312752723694,51-9198.00,helpers production workers,0.28506025671958923
23877,30.0,ui developer,51-9199.00,production workers all other,0.4198457598686218,global_similarity,51-9199.00,production workers all other,0.4198457598686218,51-9161.00,computer numerically controlled tool operators,0.3999168276786804,51-9162.00,computer numerically controlled tool programmers,0.3942933976650238
24219,23.0,staff engineer hardware developmen,17-2061.00,computer hardware engineers,0.43184348940849304,global_similarity,17-2061.00,computer hardware engineers,0.43184348940849304,13-1082.00,project management specialists,0.27179405093193054,15-1299.00,computer occupations all other,0.2530309855937958
24333,29.0,statistical quantitative analyst,13-2099.01,financial quantitative analysts,0.6786072850227356,global_similarity,13-2099.01,financial quantitative analysts,0.6786072850227356,13-2051.00,financial and investment analysts,0.2013929933309555,15-1211.00,computer systems analysts,0.16466586291790009
25620,3.0,commissioning engineer,53-5031.00,ship engineers,0.3181336522102356,global_similarity,53-5031.00,ship engineers,0.3181336522102356,51-4041.00,machinists,0.2930312752723694,51-9198.00,helpers production workers,0.28506025671958923
26125,30.0,senior java developer,15-1252.00,software developers,0.36626431345939636,global_similarity,15-1252.00,software developers,0.36626431345939636,51-9199.00,production workers all other,0.33121803402900696,51-9161.00,computer numerically controlled tool operators,0.315496027469635
26367,1.0,architectural designer,17-3011.00,architectural and civil drafters,0.38988685607910156,global_similarity,17-3011.00,architectural and civil drafters,0.38988685607910156,11-9041.00,architectural and engineering managers,0.23431073129177094,11-9041.00,architectural and engineering managers,0.23345023393630981
26404,160.0,junior quantitative analyst,13-2099.01,financial quantitative analysts,0.735720157623291,global_similarity,13-2099.01,financial quantitative analysts,0.735720157623291,13-2051.00,financial and investment analysts,0.2183426022529602,13-2054.00,financial risk specialists,0.17100641131401062
26589,141.0,digital design art director,27-1011.00,art directors,0.5663006901741028,global_similarity,27-1011.00,art directors,0.5663006901741028,15-1255.00,web and digital interface designers,0.15014566481113434,25-3021.00,self enrichment teachers,0.14988894760608673
26862,3.0,component design engineer,17-2131.00,materials engineers,0.42199990153312683,global_similarity,17-2131.00,materials engineers,0.42199990153312683,17-2161.00,nuclear engineers,0.35830914974212646,17-2171.00,petroleum engineers,0.3203098773956299
26940,30.0,software development engineer i,15-1252.00,software developers,0.5534238815307617,global_similarity,15-1252.00,software developers,0.5534238815307617,15-1253.00,software quality assurance analysts and testers,0.43510088324546814,15-1221.00,computer and information research scientists,0.3047299087047577
26970,30.0,software developer,15-1252.00,software developers,0.48146307468414307,global_similarity,15-1252.00,software developers,0.48146307468414307,15-1253.00,software quality assurance analysts and testers,0.37852540612220764,51-9199.00,production workers all other,0.2902626097202301
28136,183.0,product manager,41-9011.00,demonstrators and product promoters,0.27413681149482727,global_similarity,41-9011.00,demonstrators and product promoters,0.27413681149482727,51-9061.00,inspectors testers sorters samplers and weighers,0.26070845127105713,41-9011.00,demonstrators and product promoters,0.2489185631275177
28812,162.0,supply chain analyst,11-2022.00,sales managers,0.2167804092168808,global_similarity,11-2022.00,sales managers,0.2167804092168808,53-7065.00,stockers and order fillers,0.20742838084697723,53-7065.00,stockers and order fillers,0.18406006693840027
28929,184.0,program mgr,27-2012.00,producers and directors,0.324269562959671,global_similarity,27-2012.00,producers and directors,0.324269562959671,27-2012.00,producers and directors,0.3217867612838745,11-1011.00,chief executives,0.31730887293815613
29892,30.0,software engineer,15-1252.00,software developers,0.7368320226669312,global_similarity,15-1252.00,software developers,0.7368320226669312,15-1253.00,software quality assurance analysts and testers,0.5792960524559021,15-1221.00,computer and information research scientists,0.4917108118534088
30148,30.0,software developer,15-1252.00,software developers,0.48146307468414307,global_similarity,15-1252.00,software developers,0.48146307468414307,15-1253.00,software quality assurance analysts and testers,0.37852540612220764,51-9199.00,production workers all other,0.2902626097202301
30326,30.0,java developer,15-1252.00,software developers,0.3809318244457245,global_similarity,15-1252.00,software developers,0.3809318244457245,51-9199.00,production workers all other,0.34448206424713135,51-9161.00,computer numerically controlled tool operators,0.32813045382499695
30568,5.0,project engineer,11-9041.00,architectural and engineering managers,0.5376113057136536,global_similarity,11-9041.00,architectural and engineering managers,0.5376113057136536,11-9041.01,biofuels biodiesel technology and product development managers,0.363844633102417,13-1082.00,project management specialists,0.16630715131759644
30662,50.0,risk operations analyst,13-2054.00,financial risk specialists,0.3920745551586151,global_similarity,13-2054.00,financial risk specialists,0.3920745551586151,13-2054.00,financial risk specialists,0.383873850107193,15-2031.00,operations research analysts,0.28929778933525085
30691,30.0,software engineer,15-1252.00,software developers,0.7368320226669312,global_similarity,15-1252.00,software developers,0.7368320226669312,15-1253.00,software quality assurance analysts and testers,0.5792960524559021,15-1221.00,computer and information research scientists,0.4917108118534088
30807,30.0,programmer analyst ii,15-1211.00,computer systems analysts,0.5578871369361877,global_similarity,15-1211.00,computer systems analysts,0.5578871369361877,15-1251.00,computer programmers,0.20791974663734436,15-1299.01,web administrators,0.19674846529960632
31171,7.0,mechanical engineer,17-2141.00,mechanical engineers,0.717542827129364,global_similarity,17-2141.00,mechanical engineers,0.717542827129364,17-3027.00,mechanical engineering technologists and technicians,0.6059089303016663,17-2199.08,robotics engineers,0.5845538377761841
31792,30.0,software engineer,15-1252.00,software developers,0.7368320226669312,global_similarity,15-1252.00,software developers,0.7368320226669312,15-1253.00,software quality assurance analysts and testers,0.5792960524559021,15-1221.00,computer and information research scientists,0.4917108118534088
31927,29.0,chief scientist,11-1011.00,chief executives,0.30542388558387756,global_similarity,11-1011.00,chief executives,0.30542388558387756,11-1011.00,chief executives,0.30377355217933655,15-1211.00,computer systems analysts,0.29851430654525757
31942,119.0,legal consultant,43-6012.00,legal secretaries and administrative assistants,0.3965786397457123,global_similarity,43-6012.00,legal secretaries and administrative assistants,0.3965786397457123,23-2099.00,legal support workers all other,0.2854415476322174,23-2099.00,legal support workers all other,0.2579512894153595
32006,30.0,software engineer,15-1252.00,software developers,0.7368320226669312,global_similarity,15-1252.00,software developers,0.7368320226669312,15-1253.00,software quality assurance analysts and testers,0.5792960524559021,15-1221.00,computer and information research scientists,0.4917108118534088
32615,30.0,technology architect us,17-1012.00,landscape architects,0.2215006798505783,global_similarity,17-1012.00,landscape architects,0.2215006798505783,17-1011.00,architects except landscape and naval,0.216074138879776,11-9041.01,biofuels biodiesel technology and product development managers,0.2068924605846405
33428,30.0,database administrator,15-1242.00,database administrators,0.4605110287666321,global_similarity,15-1242.00,database administrators,0.4605110287666321,15-1243.00,database architects,0.4569322168827057,11-3013.00,facilities managers,0.23661905527114868
33725,30.0,data engineering consultant,15-2051.00,data scientists,0.25713464617729187,global_similarity,15-2051.00,data scientists,0.25713464617729187,13-1199.00,business operations specialists all other,0.21802616119384766,13-1082.00,project management specialists,0.20814131200313568
33912,39.0,management associate,25-4012.00,curators,0.3829787075519562,global_similarity,25-4012.00,curators,0.3829787075519562,13-1111.00,management analysts,0.26640796661376953,15-1299.03,document management specialists,0.2505311965942383
34101,30.0,test engineer,51-4041.00,machinists,0.3231815695762634,global_similarity,51-4041.00,machinists,0.3231815695762634,51-9198.00,helpers production workers,0.28480616211891174,51-9061.00,inspectors testers sorters samplers and weighers,0.25564125180244446
34114,,director of marketing and intake,11-2021.00,marketing managers,0.43712717294692993,global_similarity,11-2021.00,marketing managers,0.43712717294692993,27-4031.00,camera operators television video and film,0.28530052304267883,21-2021.00,directors religious activities and education,0.22807545959949493
34327,19.0,dental material engineer,31-9091.00,dental assistants,0.4288519620895386,global_similarity,31-9091.00,dental assistants,0.4288519620895386,29-1292.00,dental hygienists,0.3959437608718872,11-9199.00,managers all other,0.252043217420578
